Job ID		Partition Type
44374		cpu-opteron
44375		cpu-opteron
44376		cpu-opteron
44377		cpu-opteron
44378		cpu-opteron
44379		cpu-opteron
44380		cpu-opteron
44381		cpu-opteron
44387		cpu-opteron
44388		cpu-opteron
44389		cpu-opteron
44390		cpu-opteron
44391		cpu-opteron
44392		cpu-opteron
44393		cpu-opteron
44394		cpu-opteron
44396		cpu-opteron
44397		cpu-opteron
44398		cpu-opteron
44402		cpu-opteron
44405		cpu-opteron
44406		cpu-opteron
44407		cpu-opteron
44408		cpu-opteron
44410		cpu-opteron
44411		cpu-opteron
44414		cpu-opteron
44415		cpu-opteron
44416		cpu-opteron
44417		cpu-opteron
44418		cpu-opteron
44419		cpu-opteron
44420		cpu-opteron
44421		cpu-opteron
44422		cpu-opteron
44423		cpu-opteron
44425		cpu-opteron
44427		cpu-opteron
44428		cpu-opteron
44433		cpu-opteron
44436		cpu-opteron
44437		cpu-opteron
44454		cpu-opteron
44461		cpu-opteron
44466		cpu-opteron
44469		cpu-opteron
44470		cpu-opteron
44472		cpu-opteron
44473		cpu-opteron
44482		cpu-opteron
44486		cpu-opteron
44488		cpu-opteron
44489		cpu-opteron
44490		cpu-opteron
44492		cpu-opteron
44495		cpu-opteron
44496		cpu-opteron
44497		cpu-opteron
44498		cpu-opteron
44499		cpu-opteron
44506		cpu-opteron
44507		cpu-opteron
44509		cpu-opteron
44514		cpu-opteron
44521		cpu-opteron
44524		cpu-opteron
44523		cpu-opteron
44535		cpu-opteron
44536		cpu-opteron
44537		cpu-opteron
44538		cpu-opteron
44539		cpu-opteron
44540		cpu-opteron
44541		cpu-opteron
44542		cpu-opteron
44543		cpu-opteron
44544		cpu-opteron
44545		cpu-opteron
44546		cpu-opteron
44547		cpu-opteron
44570		cpu-opteron
44599		cpu-opteron
44600		cpu-opteron
44601		cpu-opteron
44602		cpu-opteron
44604		cpu-opteron
44605		cpu-opteron
44607		cpu-opteron
44612		cpu-opteron
44613		cpu-opteron
44614		cpu-opteron
